a_r_contact,a_u_contact,a_i_contact,b_r_contact,b_u_contact,b_i_contact,c_r_contact,c_u_contact,c_i_contact,a_time_arc,b_time_arc,c_time_arc,a_energy,b_energy,c_energy,a_arc_power,b_arc_power,c_arc_power,a_is_reburn,b_is_reburn,c_is_reburn,a_energy_sum,b_energy_sum,c_energy_sum,rul,a_high_energy_rate,b_high_energy_rate,c_high_energy_rate,arc_reburn_rate
0.011700704464590523,2.5704600103872464,219.68420945646045,0.014433767658522,3.200333566989541,221.725445684308,0.021073784836787113,4.656651884133062,220.96893938122844,1.4329268292682926,1.524390243902439,0.1524390243902439,11.444466487103654,13.671433585304877,0.08880511972560975,7986.7766122765925,8968.460431959998,582.5615854,0,0,0,11.444466487103654,13.671433585304877,0.08880511972560975,0.9991258741258742,0.18,0.07,0.06,0.03666666666666667
0.011597736759297856,2.5565175209647992,220.43244936692065,0.014584891975274468,3.2469662055525004,222.6253174214132,0.019823914023106085,4.393155007508842,221.60886101444592,0.5792682926829268,1.8902439024390243,1.8597560975609755,1.5800646073170732,15.777705796432928,21.461008174268294,2727.69048,8346.915324564518,11539.689641245903,0,0,0,13.024531094420727,29.449139381737805,21.549813293993903,0.9982517482517482,0.18,0.07,0.06,0.03666666666666667
0.01233856726166498,2.713755856741722,219.9409217610834,0.01371409804885128,3.0452190561599983,222.0502613669932,0.02113035915788836,4.673960259244829,221.19644177936047,2.0426829268292686,0.9451219512195121,2.103658536585366,23.429318041432918,5.891169245426828,22.59329398865854,11469.875100880592,6233.237137096773,10740.000620695653,0,0,0,36.453849135853645,35.34030862716463,44.143107282652444,0.9973776223776224,0.18,0.07,0.06,0.03666666666666667
0.011596714602789198,2.55332270580904,220.17638557690512,0.013913684968860082,3.0881416936403667,221.94995075365514,0.020832848961222613,4.610260134200673,221.2976315808758,0.3048780487804878,1.6768292682926829,1.6158536585365852,0.5472353548475609,15.083768069176829,13.35638512582317,1794.9319638999998,8995.4107758,8265.838342018867,0,0,0,37.0010844907012,50.42407669634146,57.49949240847562,0.9965034965034965,0.18,0.07,0.06,0.03666666666666667
0.01179964001651926,2.5929837147579624,219.75108656940697,0.014258405571856403,3.1606195879922017,221.6671122212088,0.020670669436840098,4.563830066402559,220.78772438151992,2.0426829268292686,0.823170731707317,2.0121951219512195,22.56038485070121,4.768278944817072,18.826897552042688,11044.48691198507,5792.5759033333325,9356.397571318184,0,0,0,59.561469341402415,55.19235564115853,76.3263899605183,0.9956293706293706,0.18,0.07,0.06,0.03666666666666667
0.01208534574057396,2.6550680782232305,219.69318339891657,0.01412349224174355,3.129892407096448,221.60895857227885,0.021629677200790023,4.796703205327591,221.76490017855616,1.7378048780487805,0.4268292682926829,1.6768292682926829,16.29825190682927,1.2635475284146342,15.813543094756097,9378.643202526318,2960.3113522857147,9430.622063781819,0,0,0,75.8597212482317,56.45590316957316,92.1399330552744,0.9947552447552448,0.18,0.07,0.06,0.03666666666666667
0.01222175832767515,2.6903437141004862,220.12738609046355,0.014814128577652665,3.279737077876822,221.39250788091272,0.02108047843003995,4.642613043857954,220.23281204292644,1.3109756097560976,0.06097560975609756,1.3109756097560976,9.385301413231709,0.014752394054878047,9.155231676707315,7159.020612883722,241.93926249999996,6983.525558046509,0,0,0,85.2450226614634,56.47065556362804,101.29516473198171,0.9938811188811189,0.18,0.07,0.06,0.03666666666666667
0.012619574468886363,2.784607714741879,220.65781390706525,0.013918885248047696,3.103683295698837,222.9836111432968,0.020636403535692776,4.583750568584638,222.11964214871898,1.6768292682926829,1.7378048780487805,0.36585365853658536,14.296773878628052,15.620607540579266,0.6651452914024392,8526.076058527275,8988.700479491226,1818.0637965000003,0,0,0,99.54179654009144,72.09126310420731,101.96031002338415,0.993006993006993,0.18,0.07,0.06,0.03666666666666667
0.012467838532358519,2.7502662507473707,220.58885697063224,0.01388311095680183,3.089518658302616,222.53792164564894,0.021882662585626017,4.856992001743466,221.95617113494498,0.7621951219512195,2.0121951219512195,1.9817073170731707,3.5587037942682933,19.894161507652445,23.1576847392683,4669.019378080001,9886.795415924245,11685.723991507697,0,0,0,103.10050033435974,91.98542461185976,125.11799476265246,0.9921328671328671,0.18,0.07,0.06,0.03666666666666667
0.012788151206700453,2.823359498894888,220.77933340478228,0.0140622121574207,3.1363938847026214,223.0370193246964,0.020821400858851247,4.630664747636131,222.3992890309117,0.8841463414634146,2.073170731707317,2.103658536585366,4.927022614481709,21.18963629746951,27.295555594024385,5572.632474310347,10220.883390544115,12975.278601217387,0,0,0,108.02752294884145,113.17506090932926,152.41355035667684,0.9912587412587412,0.18,0.07,0.06,0.03666666666666667
0.01195085796694969,2.636151040816896,220.5825764231504,0.014785715957683741,3.2896260159781083,222.4867585305247,0.02012047296384739,4.4605811958757124,221.6936552083302,0.9146341463414633,2.103658536585366,2.103658536585366,5.108836080091463,22.23584920179879,21.876286077682924,5585.660780900001,10570.084837956525,10399.162077507244,0,0,0,113.13635902893292,135.41091011112806,174.28983643435976,0.9903846153846154,0.18,0.07,0.06,0.03666666666666667
0.012081619689929182,2.665181683300408,220.5980449394555,0.015125567898915653,3.3708894582884206,222.860356769155,0.019850606425278267,4.408710325027036,222.09449074628125,1.3414634146341462,0.06097560975609756,1.2804878048780488,9.86706786771342,0.01073136737804878,9.06034963847561,7355.450592295459,175.994425,7075.701622428572,0,0,0,123.00342689664633,135.4216414785061,183.35018607283536,0.9895104895104895,0.18,0.07,0.06,0.03666666666666667
0.013104998253642102,2.8879099267463304,220.36705925876268,0.01393968713264769,3.10237106178484,222.556721127469,0.021657130981183333,4.797125558081631,221.50328047835995,1.6158536585365852,0.39634146341463417,1.5853658536585367,14.09378122917683,0.8006297861585364,14.974783187713415,8722.189138056605,2020.050537384615,9445.63247225,0,0,0,137.09720812582316,136.22227126466464,198.32496926054878,0.9886363636363636,0.18,0.07,0.06,0.03666666666666667
0.012599124319272568,2.7742630075391204,220.19490698217803,0.015164549999100376,3.370258711137766,222.2458768204598,0.02091782762266463,4.629797212621739,221.3326018427132,0.9146341463414633,2.103658536585366,2.2560975609756095,5.334714567926828,21.33644747234757,25.033510062774383,5832.621260933332,10142.543146275366,11095.934189986485,0,0,0,142.43192269374998,157.5587187370122,223.35847932332317,0.9877622377622378,0.18,0.07,0.06,0.03666666666666667
0.012069379686194598,2.662463082373162,220.59651378923687,0.013578000475297525,3.02304113518159,222.6425857534335,0.02150191288913489,4.7683498539851294,221.76398344514828,1.8597560975609755,0.6402439024390244,1.8292682926829267,18.597687953140248,2.436075679999999,15.387367756036587,10000.068276442626,3804.9182049523797,8411.761039966668,0,0,0,161.02961064689023,159.9947944170122,238.74584707935975,0.9868881118881119,0.18,0.07,0.06,0.03666666666666667
0.011878834070795671,2.619070455333342,220.48211463550737,0.014714049130025341,3.27665985112889,222.6892014681785,0.020538119863927957,4.555296279058037,221.79714157081696,0.6097560975609756,1.8597560975609755,1.8292682926829267,2.2824030277439022,19.129135945182934,17.215856662591463,3743.1409654999998,10285.830475442628,9411.33497555,0,0,0,163.31201367463413,179.12393036219513,255.96170374195123,0.986013986013986,0.18,0.07,0.06,0.03666666666666667
0.0126915867815605,2.7844021189476202,219.3895977603884,0.013931319778232698,3.086361076575454,221.5411838724575,0.020643852794696257,4.560152072573897,220.89636648375412,0.7317073170731707,1.9817073170731707,1.951219512195122,3.351879617896342,19.440666255,21.907566074756094,4580.902144458334,9810.059279446154,11227.627613312497,0,0,0,166.66389329253047,198.56459661719512,277.86926981670734,0.9851398601398601,0.18,0.07,0.06,0.03666666666666667
0.0121981522203211,2.684054773099835,220.03781594301017,0.014478860347379876,3.2165139841138566,222.15242822588058,0.02007260770285118,4.441235233017949,221.2585080506058,0.4878048780487805,1.7682926829268293,1.8597560975609755,1.4243083115243902,16.58275701332317,18.319983423506105,2919.8320386249998,9377.835000637931,9850.745185098365,0,0,0,168.08820160405486,215.1473536305183,296.1892532402135,0.9842657342657343,0.18,0.07,0.06,0.03666666666666667
